Card,Set ID,Set Name,Quantity,Foil
"Behold the Unspeakable",NEO,"",4,""
"Covert Technician",NEO,"",4,""
"Discover the Impossible",NEO,"",4,""
"Disruption Protocol",NEO,"",4,""
"Essence Capture",NEO,"",3,""
"Futurist Operative",NEO,"",4,""
"Futurist Sentinel",NEO,"",4,""
"Go-Shintai of Lost Wisdom",NEO,"",1,""
"Guardians of Oboro",NEO,"",4,""
"Inventive Iteration",NEO,"",1,""
"Jin-Gitaxias, Progress Tyrant",NEO,"",2,""
"March of Swirling Mist",NEO,"",4,""
"Mindlink Mech",NEO,"",1,""
"Mirrorshell Crab",NEO,"",4,""
"Mnemonic Sphere",NEO,"",4,""
"Mobilizer Mech",NEO,"",4,""
"The Modern Age",NEO,"",4,""
"Moon-Circuit Hacker",NEO,"",4,""
"Moonfolk Puzzlemaker",NEO,"",4,""
"Moonsnare Prototype",NEO,"",4,""
"Moonsnare Specialist",NEO,"",4,""
"Network Disruptor",NEO,"",4,""
"Planar Incision",NEO,"",4,""
"Prosperous Thief",NEO,"",3,""
"Reality Heist",NEO,"",4,""
"Replication Specialist",NEO,"",4,""
"Saiba Trespassers",NEO,"",4,""
"Short Circuit",NEO,"",4,""
"Skyswimmer Koi",NEO,"",4,""
"Spell Pierce",NEO,"",4,""
"Suit Up",NEO,"",4,""
"Tameshi, Reality Architect",NEO,"",2,""
"Tamiyo's Compleation",NEO,"",4,""
"Tezzeret, Betrayer of Flesh",NEO,"",1,""
"Thirst for Knowledge",NEO,"",4,""
"Thousand-Faced Shadow",NEO,"",3,""
"Assassin's Ink",NEO,"",2,""
"Biting-Palm Ninja",NEO,"",1,""
"Blade of the Oni",NEO,"",2,""
"Chainflail Centipede",NEO,"",4,""
"Clawing Torment",NEO,"",3,""
"Debt to the Kami",NEO,"",4,""
"Dockside Chef",NEO,"",3,""
"Dokuchi Shadow-Walker",NEO,"",4,""
"Dokuchi Silencer",NEO,"",4,""
"Enormous Energy Blade",NEO,"",3,""
"Go-Shintai of Hidden Cruelty",NEO,"",2,""
"Gravelighter",NEO,"",4,""
"Hidetsugu, Devouring Chaos",NEO,"",2,""
"Inkrise Infiltrator",NEO,"",4,""
"Invoke Despair",NEO,"",4,""
"Junji, the Midnight Sky",NEO,"",1,""
"Kaito's Pursuit",NEO,"",4,""
"Kami of Restless Shadows",NEO,"",4,""
"Kami of Terrible Secrets",NEO,"",3,""
"Leech Gauntlet",NEO,"",4,""
"Lethal Exploit",NEO,"",4,""
"Life of Toshiro Umezawa",NEO,"",2,""
"The Long Reach of Night",NEO,"",4,""
"Malicious Malfunction",NEO,"",4,""
"March of Wretched Sorrow",NEO,"",2,""
"Mukotai Ambusher",NEO,"",4,""
"Mukotai Soulripper",NEO,"",2,""
"Nashi, Moon Sage's Scion",NEO,"",3,""
"Nezumi Bladeblesser",NEO,"",2,""
"Nezumi Prowler",NEO,"",4,""
"Okiba Reckoner Raid",NEO,"",4,""
"Okiba Salvage",NEO,"",2,""
"Reckoner Shakedown",NEO,"",4,""
"Reckoner's Bargain",NEO,"",4,""
"Return to Action",NEO,"",4,""
"Soul Transfer",NEO,"",3,""
"Tribute to Horobi",NEO,"",3,""
"Twisted Embrace",NEO,"",4,""
"Undercity Scrounger",NEO,"",3,""
"Unforgiving One",NEO,"",1,""
"Virus Beetle",NEO,"",4,""
"You Are Already Dead",NEO,"",4,""
"Akki Ember-Keeper",NEO,"",4,""
"Akki Ronin",NEO,"",3,""
"Akki War Paint",NEO,"",4,""
"Ambitious Assault",NEO,"",4,""
"Atsushi, the Blazing Sky",NEO,"",2,""
"Bronzeplate Boar",NEO,"",3,""
"Crackling Emergence",NEO,"",4,""
"Dragonspark Reactor",NEO,"",4,""
"Experimental Synthesizer",NEO,"",4,""
"Explosive Entry",NEO,"",4,""
"Explosive Singularity",NEO,"",1,""
"Fable of the Mirror-Breaker",NEO,"",4,""
"Flame Discharge",NEO,"",4,""
"Gift of Wrath",NEO,"",4,""
"Go-Shintai of Ancient Wars",NEO,"",3,""
"Goro-Goro, Disciple of Ryusei",NEO,"",1,""
"Heiko Yamazaki, the General",NEO,"",1,""
"Invoke Calamity",NEO,"",4,""
"Ironhoof Boar",NEO,"",3,""
"Kami of Industry",NEO,"",4,""
"Kami's Flare",NEO,"",2,""
"Kindled Fury",NEO,"",4,""
"Kumano Faces Kakkazan",NEO,"",4,""
"Lizard Blades",NEO,"",1,""
"March of Reckless Joy",NEO,"",2,""
"Ogre-Head Helm",NEO,"",1,""
"Peerless Samurai",NEO,"",3,""
"Rabbit Battery",NEO,"",4,""
"Reinforced Ronin",NEO,"",4,""
"Scrap Welder",NEO,"",3,""
"Scrapyard Steelbreaker",NEO,"",4,""
"Seismic Wave",NEO,"",3,""
"The Shattered States Era",NEO,"",4,""
"Simian Sling",NEO,"",2,""
"Sokenzan Smelter",NEO,"",4,""
"Tempered in Solitude",NEO,"",4,""
"Thundering Raiju",NEO,"",4,""
"Towashi Songshaper",NEO,"",2,""
"Twinshot Sniper",NEO,"",4,""
"Unstoppable Ogre",NEO,"",4,""
"Upriser Renegade",NEO,"",4,""
"Voltage Surge",NEO,"",4,""
"Azusa's Many Journeys",NEO,"",3,""
"Bamboo Grove Archer",NEO,"",4,""
"Bearer of Memory",NEO,"",4,""
"Blossom Prancer",NEO,"",4,""
"Boon of Boseiju",NEO,"",4,""
"Boseiju Reaches Skyward",NEO,"",4,""
"Careful Cultivation",NEO,"",4,""
"Coiling Stalker",NEO,"",4,""
"Commune with Spirits",NEO,"",4,""
"The Dragon-Kami Reborn",NEO,"",3,""
"Fade into Antiquity",NEO,"",3,""
"Fang of Shigeki",NEO,"",4,""
"Favor of Jukai",NEO,"",3,""
"Generous Visitor",NEO,"",4,""
"Geothermal Kami",NEO,"",4,""
"Go-Shintai of Boundless Vigor",NEO,"",4,""
"Grafted Growth",NEO,"",4,""
"Greater Tanuki",NEO,"",4,""
"Harmonious Emergence",NEO,"",1,""
"Heir of the Ancient Fang",NEO,"",4,""
"Historian's Wisdom",NEO,"",4,""
"Invoke the Ancients",NEO,"",2,""
"Jukai Preserver",NEO,"",4,""
"Jukai Trainee",NEO,"",4,""
"Kami of Transience",NEO,"",4,""
"Kappa Tech-Wrecker",NEO,"",4,""
"Kodama of the West Tree",NEO,"",1,""
"Kura, the Boundless Sky",NEO,"",1,""
"March of Burgeoning Life",NEO,"",4,""
"Master's Rebuke",NEO,"",4,""
"Orochi Merge-Keeper",NEO,"",4,""
"Roaring Earth",NEO,"",4,""
"Season of Renewal",NEO,"",1,""
"Shigeki, Jukai Visionary",NEO,"",2,""
"Spinning Wheel Kick",NEO,"",4,""
"Spring-Leaf Avenger",NEO,"",3,""
"Storyweave",NEO,"",2,""
"Tales of Master Seshiro",NEO,"",3,""
"Tamiyo's Safekeeping",NEO,"",4,""
"Teachings of the Kirin",NEO,"",2,""
"Weaver of Harmony",NEO,"",4,""
"Webspinner Cuff",NEO,"",4,""
"Asari Captain",NEO,"",4,""
"Colossal Skyturtle",NEO,"",2,""
"Eiganjo Uprising",NEO,"",4,""
"Enthusiastic Mechanaut",NEO,"",3,""
"Gloomshrieker",NEO,"",4,""
"Hinata, Dawn-Crowned",NEO,"",4,""
"Invigorating Hot Spring",NEO,"",4,""
"Jukai Naturalist",NEO,"",4,""
"Kaito Shizuki",NEO,"",3,""
"The Kami War",NEO,"",3,""
"Kotose, the Silent Spider",NEO,"",1,""
"Naomi, Pillar of Order",NEO,"",3,""
"Oni-Cult Anvil",NEO,"",4,""
"Prodigy's Prototype",NEO,"",4,""
"Raiyuu, Storm's Edge",NEO,"",3,""
"Risona, Asari Commander",NEO,"",3,""
"Satoru Umezawa",NEO,"",2,""
"Silver-Fur Master",NEO,"",4,""
"Spirit-Sister's Call",NEO,"",3,""
"Tamiyo, Compleated Sage",NEO,"",1,""
"Automated Artificer",NEO,"",4,""
"Bronze Cudgels",NEO,"",4,""
"Brute Suit",NEO,"",3,""
"Circuit Mender",NEO,"",4,""
"Containment Construct",NEO,"",4,""
"Dramatist's Puppet",NEO,"",3,""
"Eater of Virtue",NEO,"",3,""
"Ecologist's Terrarium",NEO,"",4,""
"High-Speed Hoverbike",NEO,"",4,""
"Iron Apprentice",NEO,"",3,""
"Mechtitan Core",NEO,"",4,""
"Mirror Box",NEO,"",1,""
"Network Terminal",NEO,"",3,""
"Ninja's Kunai",NEO,"",3,""
"Papercraft Decoy",NEO,"",4,""
"Patchwork Automaton",NEO,"",4,""
"Reckoner Bankbuster",NEO,"",2,""
"Reito Sentinel",NEO,"",1,""
"Runaway Trash-Bot",NEO,"",1,""
"Searchlight Companion",NEO,"",4,""
"Shrine Steward",NEO,"",1,""
"Thundersteel Colossus",NEO,"",4,""
"Towashi Guide-Bot",NEO,"",3,""
"Walking Skyscraper",NEO,"",4,""
"Bloodfell Caves",NEO,"",4,""
"Blossoming Sands",NEO,"",4,""
"Boseiju, Who Endures",NEO,"",4,""
"Dismal Backwater",NEO,"",4,""
"Eiganjo, Seat of the Empire",NEO,"",4,""
"Jungle Hollow",NEO,"",4,""
"Mech Hangar",NEO,"",1,""
"Otawara, Soaring City",NEO,"",2,""
"Roadside Reliquary",NEO,"",4,""
"Rugged Highlands",NEO,"",3,""
"Scoured Barrens",NEO,"",4,""
"Secluded Courtyard",NEO,"",4,""
"Sokenzan, Crucible of Defiance",NEO,"",1,""
"Swiftwater Cliffs",NEO,"",4,""
"Takenuma, Abandoned Mire",NEO,"",2,""
"Thornwood Falls",NEO,"",4,""
"Tranquil Cove",NEO,"",4,""
"Uncharted Haven",NEO,"",4,""
"Wind-Scarred Crag",NEO,"",4,""
"Plains",NEO,"",1,""
"Plains",NEO,"",1,""
"Island",NEO,"",1,""
"Island",NEO,"",1,""
"Swamp",NEO,"",1,""
"Swamp",NEO,"",1,""
"Mountain",NEO,"",1,""
"Mountain",NEO,"",1,""
"Forest",NEO,"",1,""
"Forest",NEO,"",1,""
"A-Alrund, God of the Cosmos",KHM,"",2,""
"A-Cosmos Charger",KHM,"",1,""
"A-Narfi, Betrayer King",KHM,"",1,""
"A-Vega, the Watcher",KHM,"",3,""
"A-Death-Priest of Myrkul",AFR,"",4,""
"A-Cobbled Lancer",VOW,"",3,""
"A-Stitched Assistant",VOW,"",2,""
"A-Skull Skaab",VOW,"",4,""
"A-Falcon Abomination",MID,"",4,""
"A-Hobbling Zombie",MID,"",4,""
"A-Sepulcher Ghoul",AFR,"",3,""
"Dragonfly Pilot",Y22_NEO,"",1,""
"Experimental Pilot",Y22_NEO,"",1,""
"Painful Bond",Y22_NEO,"",1,""
"Artillery Enthusiast",Y22_NEO,"",1,""
"Foundry Beetle",Y22_NEO,"",1,""
"Junkyard Scrapper",Y22_NEO,"",1,""
"Kami of Bamboo Groves",Y22_NEO,"",2,""
"A-Goma Fada Vanguard",ZNR,"",1,""
"A-Kargan Intimidator",ZNR,"",1,""
"A-Kargan Warleader",ZNR,"",2,""
"A-Nahiri, Heir of the Ancients",ZNR,"",1,""
"A-Base Camp",ZNR,"",2,""
"A-Return Upon the Tide",KHM,"",3,""
"A-Elderleaf Mentor",KHM,"",1,""
"A-Elven Bow",KHM,"",2,""
"A-Harald, King of Skemfar",KHM,"",3,""
"A-Symmetry Sage",STX,"",1,""
"A-Spell Satchel",STX,"",3,""
"A-Dwarfhold Champion",AFR,"",4,""
"A-Plate Armor",AFR,"",3,""
"A-Armory Veteran",AFR,"",4,""
"A-Bruenor Battlehammer",AFR,"",4,""
"A-Shessra, Death's Whisper",AFR,"",1,""
"Angelic Observer",SNC,"",3,""
"Backup Agent",SNC,"",4,""
"Ballroom Brawlers",SNC,"",4,""
"Boon of Safety",SNC,"",4,""
"Brokers Initiate",SNC,"",4,""
"Buy Your Silence",SNC,"",4,""
"Celebrity Fencer",SNC,"",4,""
"Citizen's Crowbar",SNC,"",4,""
"Dapper Shieldmate",SNC,"",4,""
"Depopulate",SNC,"",4,""
"Elspeth Resplendent",SNC,"",2,""
"Extraction Specialist",SNC,"",4,""
"Gathering Throng",SNC,"",4,""
"Giada, Font of Hope",SNC,"",4,""
"Halo Fountain",SNC,"",2,""
"Hold for Ransom",SNC,"",4,""
"Illuminator Virtuoso",SNC,"",4,""
"Inspiring Overseer",SNC,"",4,""
"Kill Shot",SNC,"",4,""
"Knockout Blow",SNC,"",4,""
"Mage's Attendant",SNC,"",4,""
"Mysterious Limousine",SNC,"",1,""
"Patch Up",SNC,"",4,""
"Rabble Rousing",SNC,"",4,""
"Raffine's Guidance",SNC,"",4,""
"Raffine's Informant",SNC,"",4,""
"Refuse to Yield",SNC,"",1,""
"Revelation of Power",SNC,"",4,""
"Rumor Gatherer",SNC,"",4,""
"Sanctuary Warden",SNC,"",2,""
"Sky Crier",SNC,"",4,""
"Speakeasy Server",SNC,"",4,""
"Swooping Protector",SNC,"",4,""
"All-Seeing Arbiter",SNC,"",3,""
"Backstreet Bruiser",SNC,"",4,""
"Brokers Veteran",SNC,"",4,""
"Case the Joint",SNC,"",4,""
"Cut Your Losses",SNC,"",4,""
"Disdainful Stroke",SNC,"",4,""
"Echo Inspector",SNC,"",4,""
"Errant, Street Artist",SNC,"",4,""
"Even the Score",SNC,"",3,""
"Expendable Lackey",SNC,"",4,""
"Faerie Vandal",SNC,"",4,""
"Hypnotic Grifter",SNC,"",3,""
"Ledger Shredder",SNC,"",4,""
"A Little Chat",SNC,"",4,""
"Majestic Metamorphosis",SNC,"",4,""
"Make Disappear",SNC,"",4,""
"Obscura Initiate",SNC,"",4,""
"An Offer You Can't Refuse",SNC,"",4,""
"Out of the Way",SNC,"",4,""
"Psionic Snoop",SNC,"",4,""
"Psychic Pickpocket",SNC,"",4,""
"Public Enemy",SNC,"",4,""
"Reservoir Kraken",SNC,"",2,""
"Rooftop Nuisance",SNC,"",4,""
"Run Out of Town",SNC,"",4,""
"Security Bypass",SNC,"",4,""
"Sewer Crocodile",SNC,"",4,""
"Sleep with the Fishes",SNC,"",4,""
"Slip Out the Back",SNC,"",4,""
"Undercover Operative",SNC,"",2,""
"Wingshield Agent",SNC,"",4,""
"Witness Protection",SNC,"",4,""
"Angel of Suffering",SNC,"",4,""
"Cemetery Tampering",SNC,"",2,""
"Corrupt Court Official",SNC,"",4,""
"Crooked Custodian",SNC,"",4,""
"Cut of the Profits",SNC,"",1,""
"Cutthroat Contender",SNC,"",4,""
"Deal Gone Bad",SNC,"",4,""
"Demon's Due",SNC,"",4,""
"Dig Up the Body",SNC,"",4,""
"Dusk Mangler",SNC,"",4,""
"Extract the Truth",SNC,"",4,""
"Fake Your Own Death",SNC,"",4,""
"Girder Goons",SNC,"",4,""
"Graveyard Shift",SNC,"",3,""
"Grisly Sigil",SNC,"",2,""
"Illicit Shipment",SNC,"",4,""
"Incriminate",SNC,"",4,""
"Join the Maestros",SNC,"",4,""
"Maestros Initiate",SNC,"",4,""
"Midnight Assassin",SNC,"",4,""
"Murder",SNC,"",4,""
"Night Clubber",SNC,"",3,""
"Raffine's Silencer",SNC,"",1,""
"Revel Ruiner",SNC,"",4,""
"Rogues' Gallery",SNC,"",4,""
"Sanguine Spy",SNC,"",1,""
"Shadow of Mortality",SNC,"",1,""
"Tavern Swindler",SNC,"",4,""
"Tenacious Underdog",SNC,"",4,""
"Vampire Scrivener",SNC,"",4,""
"Whack",SNC,"",3,""
"Antagonize",SNC,"",4,""
"Arcane Bombardment",SNC,"",4,""
"Big Score",SNC,"",4,""
"Call In a Professional",SNC,"",4,""
"Daring Escape",SNC,"",4,""
"Devilish Valet",SNC,"",1,""
"Exhibition Magician",SNC,"",4,""
"Glittering Stockpile",SNC,"",4,""
"Goldhound",SNC,"",4,""
"Hoard Hauler",SNC,"",3,""
"Involuntary Employment",SNC,"",4,""
"Jackhammer",SNC,"",4,""
"Jaxis, the Troublemaker",SNC,"",1,""
"Light 'Em Up",SNC,"",4,""
"Mayhem Patrol",SNC,"",4,""
"Plasma Jockey",SNC,"",4,""
"Professional Face-Breaker",SNC,"",2,""
"Pugnacious Pugilist",SNC,"",1,""
"Pyre-Sledge Arsonist",SNC,"",4,""
"Ready to Rumble",SNC,"",4,""
"Riveteers Initiate",SNC,"",4,""
"Riveteers Requisitioner",SNC,"",4,""
"Rob the Archives",SNC,"",4,""
"Sizzling Soloist",SNC,"",2,""
"Sticky Fingers",SNC,"",4,""
"Strangle",SNC,"",4,""
"Structural Assault",SNC,"",4,""
"Torch Breath",SNC,"",2,""
"Unlucky Witness",SNC,"",4,""
"Urabrask, Heretic Praetor",SNC,"",1,""
"Widespread Thieving",SNC,"",3,""
"Witty Roastmaster",SNC,"",4,""
"Wrecking Crew",SNC,"",4,""
"Attended Socialite",SNC,"",4,""
"Bootleggers' Stash",SNC,"",3,""
"Bouncer's Beatdown",SNC,"",4,""
"Broken Wings",SNC,"",4,""
"Cabaretti Initiate",SNC,"",4,""
"Caldaia Strongarm",SNC,"",4,""
"Capenna Express",SNC,"",4,""
"Civic Gardener",SNC,"",4,""
"Cleanup Crew",SNC,"",4,""
"Courier's Briefcase",SNC,"",4,""
"Elegant Entourage",SNC,"",2,""
"Evolving Door",SNC,"",3,""
"Fight Rigging",SNC,"",2,""
"For the Family",SNC,"",4,""
"Freelance Muscle",SNC,"",4,""
"Gala Greeters",SNC,"",3,""
"Glittermonger",SNC,"",4,""
"High-Rise Sawjack",SNC,"",4,""
"Jewel Thief",SNC,"",4,""
"Luxurious Libation",SNC,"",4,""
"Most Wanted",SNC,"",4,""
"Prizefight",SNC,"",4,""
"Rhox Pummeler",SNC,"",4,""
"Riveteers Decoy",SNC,"",3,""
"Social Climber",SNC,"",4,""
"Take to the Streets",SNC,"",3,""
"Titan of Industry",SNC,"",2,""
"Topiary Stomper",SNC,"",4,""
"Venom Connoisseur",SNC,"",3,""
"Vivien on the Hunt",SNC,"",1,""
"Voice of the Vermin",SNC,"",2,""
"Warm Welcome",SNC,"",4,""
"Workshop Warchief",SNC,"",2,""
"Aven Heartstabber",SNC,"",4,""
"Body Dropper",SNC,"",4,""
"Brazen Upstart",SNC,"",3,""
"Brokers Charm",SNC,"",3,""
"Cabaretti Ascendancy",SNC,"",4,""
"Cabaretti Charm",SNC,"",2,""
"Celestial Regulator",SNC,"",4,""
"Ceremonial Groundbreaker",SNC,"",4,""
"Civil Servant",SNC,"",4,""
"Cormela, Glamour Thief",SNC,"",2,""
"Corpse Appraiser",SNC,"",4,""
"Corpse Explosion",SNC,"",3,""
"Crew Captain",SNC,"",4,""
"Darling of the Masses",SNC,"",4,""
"Disciplined Duelist",SNC,"",4,""
"Endless Detour",SNC,"",3,""
"Evelyn, the Covetous",SNC,"",3,""
"Exotic Pets",SNC,"",4,""
"Falco Spara, Pactweaver",SNC,"",2,""
"Fatal Grudge",SNC,"",4,""
"Fleetfoot Dancer",SNC,"",3,""
"Forge Boss",SNC,"",2,""
"Glamorous Outlaw",SNC,"",4,""
"Hostile Takeover",SNC,"",1,""
"Incandescent Aria",SNC,"",4,""
"Jetmir, Nexus of Revels",SNC,"",2,""
"Jetmir's Fixer",SNC,"",4,""
"Jinnie Fay, Jetmir's Second",SNC,"",2,""
"Lagrella, the Magpie",SNC,"",4,""
"Lord Xander, the Collector",SNC,"",3,""
"Maestros Charm",SNC,"",4,""
"Masked Bandits",SNC,"",4,""
"Meeting of the Five",SNC,"",1,""
"Metropolis Angel",SNC,"",4,""
"Mr. Orfeo, the Boulder",SNC,"",4,""
"Nimble Larcenist",SNC,"",4,""
"Ob Nixilis, the Adversary",SNC,"",4,""
"Obscura Ascendancy",SNC,"",1,""
"Obscura Charm",SNC,"",2,""
"Obscura Interceptor",SNC,"",2,""
"Ognis, the Dragon's Lash",SNC,"",2,""
"Park Heights Pegasus",SNC,"",1,""
"Queza, Augur of Agonies",SNC,"",3,""
"Raffine, Scheming Seer",SNC,"",2,""
"Rakish Revelers",SNC,"",4,""
"Rigo, Streetwise Mentor",SNC,"",3,""
"Riveteers Ascendancy",SNC,"",3,""
"Riveteers Charm",SNC,"",4,""
"Rocco, Cabaretti Caterer",SNC,"",4,""
"Scheming Fence",SNC,"",2,""
"Security Rhox",SNC,"",4,""
"Shattered Seraph",SNC,"",4,""
"Snooping Newsie",SNC,"",4,""
"Soul of Emancipation",SNC,"",4,""
"Spara's Adjudicators",SNC,"",4,""
"Stimulus Package",SNC,"",1,""
"Syndicate Infiltrator",SNC,"",1,""
"Tainted Indulgence",SNC,"",4,""
"Toluz, Clever Conductor",SNC,"",3,""
"Unleash the Inferno",SNC,"",4,""
"Void Rend",SNC,"",3,""
"Ziatora, the Incinerator",SNC,"",1,""
"Ziatora's Envoy",SNC,"",4,""
"Arc Spitter",SNC,"",4,""
"Brass Knuckles",SNC,"",4,""
"Cement Shoes",SNC,"",4,""
"Chrome Cat",SNC,"",4,""
"Getaway Car",SNC,"",2,""
"Gilded Pinions",SNC,"",4,""
"Halo Scarab",SNC,"",4,""
"Luxior, Giada's Gift",SNC,"",1,""
"Ominous Parcel",SNC,"",4,""
"Paragon of Modernity",SNC,"",4,""
"Quick-Draw Dagger",SNC,"",4,""
"Scuttling Butler",SNC,"",4,""
"Suspicious Bookcase",SNC,"",4,""
"Unlicensed Hearse",SNC,"",2,""
"Botanical Plaza",SNC,"",4,""
"Brokers Hideout",SNC,"",4,""
"Cabaretti Courtyard",SNC,"",4,""
"Jetmir's Garden",SNC,"",4,""
"Maestros Theater",SNC,"",4,""
"Obscura Storefront",SNC,"",4,""
"Racers' Ring",SNC,"",4,""
"Raffine's Tower",SNC,"",4,""
"Riveteers Overlook",SNC,"",4,""
"Skybridge Towers",SNC,"",4,""
"Spara's Headquarters",SNC,"",4,""
"Tramway Station",SNC,"",4,""
"Waterfront District",SNC,"",4,""
"Xander's Lounge",SNC,"",4,""
"Ziatora's Proving Ground",SNC,"",4,""
"Plains",SNC,"",1,""
"Plains",SNC,"",1,""
"Island",SNC,"",1,""
"Island",SNC,"",1,""
"Swamp",SNC,"",1,""
"Swamp",SNC,"",1,""
"Mountain",SNC,"",1,""
"Mountain",SNC,"",1,""
"Forest",SNC,"",1,""
"Forest",SNC,"",1,""
"Celestial Vault",Y22_SNC,"",2,""
"Choice of Fortunes",Y22_SNC,"",1,""
"Traumatic Prank",Y22_SNC,"",1,""
"Menagerie Curator",Y22_SNC,"",1,""
"Bank Job",Y22_SNC,"",1,""
"Cabaretti Revels",Y22_SNC,"",1,""
"Riveteers Provocateur",Y22_SNC,"",1,""
"Boareskyr Tollkeeper",HBG,"",2,""
"Champions of Tyr",HBG,"",1,""
"Flaming Fist Duskguard",HBG,"",3,""
"Mace of Disruption",HBG,"",4,""
"Moradin's Disciples",HBG,"",2,""
"Ranger Squadron",HBG,"",3,""
"Seatower Imprisonment",HBG,"",1,""
"Sworn to the Legion",HBG,"",1,""
"Vladimir and Godfrey",HBG,"",2,""
"Hypnotic Pattern",HBG,"",2,""
"Lizardfolk Librarians",HBG,"",2,""
"Signature Spells",HBG,"",1,""
"Undersimplify",HBG,"",2,""
"Water Weird",HBG,"",2,""
"Wizened Githzerai",HBG,"",2,""
"Mind Spike",HBG,"",1,""
"Sewer Plague",HBG,"",1,""
"The Hourglass Coven",HBG,"",1,""
"Dragonborn Immolator",HBG,"",1,""
"Flames of Moradin",HBG,"",1,""
"Genasi Rabble-Rouser",HBG,"",2,""
"Giant Fire Beetles",HBG,"",1,""
"Gnoll Hunting Party",HBG,"",1,""
"Incessant Provocation",HBG,"",2,""
"Kobold Warcaller",HBG,"",4,""
"Unexpected Allies",HBG,"",1,""
"Warriors of Tiamat",HBG,"",3,""
"Favored Enemy",HBG,"",1,""
"Follow the Tracks",HBG,"",2,""
"Oyaminartok, Polar Werebear",HBG,"",1,""
"Verdant Rejuvenation",HBG,"",1,""
"You Line Up the Shot",HBG,"",1,""
"Jon Irenicus, the Exile",HBG,"",3,""
"Tasha, Unholy Archmage",HBG,"",1,""
"Gate of the Black Dragon",HBG,"",1,""
"Gate to Manorborn",HBG,"",1,""
"Gate to Seatower",HBG,"",1,""
"Gate to the Citadel",HBG,"",1,""
"Gate to Tumbledown",HBG,"",2,""
"Lulu, Forgetful Hollyphant",HBG,"",2,""
"Rasaad, Monk of Selûne",HBG,"",1,""
"Alora, Rogue Companion",HBG,"",1,""
"Gale, Conduit of the Arcane",HBG,"",2,""
"Imoen, Trickster Friend",HBG,"",1,""
"Vhal, Eager Scholar",HBG,"",1,""
"Shadowheart, Sharran Cleric",HBG,"",1,""
"Ambergris, Citadel Agent",HBG,"",3,""
"Gut, Fanatical Priestess",HBG,"",1,""
"Karlach, Raging Tiefling",HBG,"",1,""
"Jaheira, Harper Emissary",HBG,"",1,""
"Lukamina, Moon Druid",HBG,"",2,""
"Ancient Gold Dragon",HBG,"",2,""
"Archivist of Oghma",HBG,"",1,""
"Ascend from Avernus",HBG,"",1,""
"Celestial Unicorn",HBG,"",1,""
"Dawnbringer Cleric",HBG,"",1,""
"Devoted Paladin",HBG,"",3,""
"Flaming Fist Officer",HBG,"",1,""
"Guardian Naga",HBG,"",3,""
"Guiding Bolt",HBG,"",1,""
"Icewind Stalwart",HBG,"",1,""
"Lae'zel's Acrobatics",HBG,"",1,""
"Minimus Containment",HBG,"",2,""
"Monk of the Open Hand",HBG,"",1,""
"Priest of Ancient Lore",HBG,"",4,""
"Rally Maneuver",HBG,"",1,""
"Scouting Hawk",HBG,"",1,""
"Steadfast Paladin",HBG,"",1,""
"Steadfast Unicorn",HBG,"",4,""
"You Hear Something on Watch",HBG,"",1,""
"You're Ambushed on the Road",HBG,"",3,""
"You're Confronted by Robbers",HBG,"",1,""
"Air-Cult Elemental",HBG,"",4,""
"Blur",HBG,"",2,""
"Charmed Sleep",HBG,"",1,""
"Clever Conjurer",HBG,"",2,""
"Contact Other Plane",HBG,"",2,""
"Dragonborn Looter",HBG,"",4,""
"Gale's Redirection",HBG,"",1,""
"Guild Thief",HBG,"",1,""
"Irenicus's Vile Duplication",HBG,"",3,""
"Juvenile Mist Dragon",HBG,"",2,""
"Kenku Artificer",HBG,"",2,""
"Lapis Orb of Dragonkind",HBG,"",1,""
"Pseudodragon Familiar",HBG,"",2,""
"Ray of Frost",HBG,"",1,""
"Rimeshield Frost Giant",HBG,"",3,""
"Robe of the Archmagi",HBG,"",1,""
"Shocking Grasp",HBG,"",1,""
"Sword Coast Serpent",HBG,"",1,""
"Tymora's Invoker",HBG,"",2,""
"You Come to a River",HBG,"",1,""
"You Find the Villains' Lair",HBG,"",1,""
"Young Blue Dragon",HBG,"",4,""
"Altar of Bhaal",HBG,"",1,""
"Ambition's Cost",HBG,"",1,""
"Armor of Shadows",HBG,"",1,""
"Baleful Beholder",HBG,"",2,""
"Bonecaller Cleric",HBG,"",1,""
"Deadly Dispute",HBG,"",3,""
"Demogorgon's Clutches",HBG,"",2,""
"Drider",HBG,"",3,""
"Eyes of the Beholder",HBG,"",1,""
"Ghost Lantern",HBG,"",2,""
"Gray Slaad",HBG,"",2,""
"Grim Wanderer",HBG,"",1,""
"Guildsworn Prowler",HBG,"",3,""
"Intellect Devourer",HBG,"",1,""
"Manticore",HBG,"",3,""
"Nefarious Imp",HBG,"",1,""
"Sepulcher Ghoul",HBG,"",1,""
"Shambling Ghast",HBG,"",3,""
"Sigil of Myrkul",HBG,"",1,""
"Summon Undead",HBG,"",1,""
"Thieves' Tools",HBG,"",1,""
"Vampire Spawn",HBG,"",1,""
"Battle Cry Goblin",HBG,"",1,""
"Breath Weapon",HBG,"",1,""
"Carnelian Orb of Dragonkind",HBG,"",1,""
"Earth-Cult Elemental",HBG,"",4,""
"Farideh's Fireball",HBG,"",2,""
"Improvised Weaponry",HBG,"",1,""
"Reckless Barbarian",HBG,"",2,""
"Red Dragon",HBG,"",1,""
"Two-Handed Axe",HBG,"",2,""
